series_id        ,Index type,Seasonal adjustment status,Periodicity,Area code,Item code
CUURN100SS47014  ,CU,U,R,N100,SS47014  
CUURN100SS47015  ,CU,U,R,N100,SS47015  
CUURN100SS47016  ,CU,U,R,N100,SS47016  
CUURN200SA0      ,CU,U,R,N200,SA0      
CUURN200SA0E     ,CU,U,R,N200,SA0E     
CUURN200SA0L1E   ,CU,U,R,N200,SA0L1E   
CUURN200SA0L2    ,CU,U,R,N200,SA0L2    
CUURN200SA0L5    ,CU,U,R,N200,SA0L5    
CUURN200SA0LE    ,CU,U,R,N200,SA0LE    
CUURN200SAA      ,CU,U,R,N200,SAA      
CUURN200SAC      ,CU,U,R,N200,SAC      
CUURN200SACL1    ,CU,U,R,N200,SACL1    
CUURN200SACL11   ,CU,U,R,N200,SACL11   
CUURN200SAD      ,CU,U,R,N200,SAD      
CUURN200SAE      ,CU,U,R,N200,SAE      
CUURN200SAEC     ,CU,U,R,N200,SAEC     
CUURN200SAES     ,CU,U,R,N200,SAES     
CUURN200SAF      ,CU,U,R,N200,SAF      
CUURN200SAF1     ,CU,U,R,N200,SAF1     
CUURN200SAF11    ,CU,U,R,N200,SAF11    
CUURN200SAF111   ,CU,U,R,N200,SAF111   
CUURN200SAF112   ,CU,U,R,N200,SAF112   
CUURN200SAF113   ,CU,U,R,N200,SAF113   
CUURN200SAF114   ,CU,U,R,N200,SAF114   
CUURN200SAF115   ,CU,U,R,N200,SAF115   
CUURN200SAF116   ,CU,U,R,N200,SAF116   
CUURN200SAG      ,CU,U,R,N200,SAG      
CUURN200SAGC     ,CU,U,R,N200,SAGC     
CUURN200SAGS     ,CU,U,R,N200,SAGS     
CUURN200SAH      ,CU,U,R,N200,SAH      
CUURN200SAH1     ,CU,U,R,N200,SAH1     
CUURN200SAH2     ,CU,U,R,N200,SAH2     
CUURN200SAH21    ,CU,U,R,N200,SAH21    
CUURN200SAH3     ,CU,U,R,N200,SAH3     
CUURN200SAH31    ,CU,U,R,N200,SAH31    
CUURN200SAM      ,CU,U,R,N200,SAM      
CUURN200SAN      ,CU,U,R,N200,SAN      
CUURN200SANL1    ,CU,U,R,N200,SANL1    
CUURN200SANL11   ,CU,U,R,N200,SANL11   
CUURN200SAR      ,CU,U,R,N200,SAR      
CUURN200SAS      ,CU,U,R,N200,SAS      
CUURN200SASL2RS  ,CU,U,R,N200,SASL2RS  
CUURN200SASL5    ,CU,U,R,N200,SASL5    
CUURN200SAT      ,CU,U,R,N200,SAT      
CUURN200SAT1     ,CU,U,R,N200,SAT1     
CUURN200SATCLTB  ,CU,U,R,N200,SATCLTB  
CUURN200SEEB     ,CU,U,R,N200,SEEB     
CUURN200SEFJ     ,CU,U,R,N200,SEFJ     
CUURN200SEFV     ,CU,U,R,N200,SEFV     
CUURN200SEHA     ,CU,U,R,N200,SEHA     
CUURN200SEHC     ,CU,U,R,N200,SEHC     
CUURN200SEHC01   ,CU,U,R,N200,SEHC01   
CUURN200SEHF     ,CU,U,R,N200,SEHF     
CUURN200SEHF01   ,CU,U,R,N200,SEHF01   
CUURN200SEHF02   ,CU,U,R,N200,SEHF02   
CUURN200SETA     ,CU,U,R,N200,SETA     
CUURN200SETA01   ,CU,U,R,N200,SETA01   
CUURN200SETA02   ,CU,U,R,N200,SETA02   
CUURN200SETB     ,CU,U,R,N200,SETB     
CUURN200SETB01   ,CU,U,R,N200,SETB01   
CUURN200SETE     ,CU,U,R,N200,SETE     
CUURN200SS47014  ,CU,U,R,N200,SS47014  
CUURN200SS47015  ,CU,U,R,N200,SS47015  
CUURN200SS47016  ,CU,U,R,N200,SS47016  
CUURN300SA0      ,CU,U,R,N300,SA0      
CUURN300SA0E     ,CU,U,R,N300,SA0E     
CUURN300SA0L1E   ,CU,U,R,N300,SA0L1E   
CUURN300SA0L2    ,CU,U,R,N300,SA0L2    
CUURN300SA0L5    ,CU,U,R,N300,SA0L5    
CUURN300SA0LE    ,CU,U,R,N300,SA0LE    
CUURN300SAA      ,CU,U,R,N300,SAA      
CUURN300SAC      ,CU,U,R,N300,SAC      
CUURN300SACL1    ,CU,U,R,N300,SACL1    
CUURN300SACL11   ,CU,U,R,N300,SACL11   
CUURN300SAD      ,CU,U,R,N300,SAD      
CUURN300SAE      ,CU,U,R,N300,SAE      
CUURN300SAEC     ,CU,U,R,N300,SAEC     
CUURN300SAES     ,CU,U,R,N300,SAES     
CUURN300SAF      ,CU,U,R,N300,SAF      
CUURN300SAF1     ,CU,U,R,N300,SAF1     
CUURN300SAF11    ,CU,U,R,N300,SAF11    
CUURN300SAF111   ,CU,U,R,N300,SAF111   
CUURN300SAF112   ,CU,U,R,N300,SAF112   
CUURN300SAF113   ,CU,U,R,N300,SAF113   
CUURN300SAF114   ,CU,U,R,N300,SAF114   
CUURN300SAF115   ,CU,U,R,N300,SAF115   
CUURN300SAF116   ,CU,U,R,N300,SAF116   
CUURN300SAG      ,CU,U,R,N300,SAG      
CUURN300SAGC     ,CU,U,R,N300,SAGC     
CUURN300SAGS     ,CU,U,R,N300,SAGS     
CUURN300SAH      ,CU,U,R,N300,SAH      
CUURN300SAH1     ,CU,U,R,N300,SAH1     
CUURN300SAH2     ,CU,U,R,N300,SAH2     
CUURN300SAH21    ,CU,U,R,N300,SAH21    
CUURN300SAH3     ,CU,U,R,N300,SAH3     
CUURN300SAH31    ,CU,U,R,N300,SAH31    
CUURN300SAM      ,CU,U,R,N300,SAM      
CUURN300SAN      ,CU,U,R,N300,SAN      
CUURN300SANL1    ,CU,U,R,N300,SANL1    
CUURN300SANL11   ,CU,U,R,N300,SANL11   
CUURN300SAR      ,CU,U,R,N300,SAR      
CUURN300SAS      ,CU,U,R,N300,SAS      
CUURN300SASL2RS  ,CU,U,R,N300,SASL2RS  
CUURN300SASL5    ,CU,U,R,N300,SASL5    
CUURN300SAT      ,CU,U,R,N300,SAT      
CUURN300SAT1     ,CU,U,R,N300,SAT1     
CUURN300SATCLTB  ,CU,U,R,N300,SATCLTB  
CUURN300SEEB     ,CU,U,R,N300,SEEB     
CUURN300SEFJ     ,CU,U,R,N300,SEFJ     
CUURN300SEFV     ,CU,U,R,N300,SEFV     
CUURN300SEHA     ,CU,U,R,N300,SEHA     
CUURN300SEHC     ,CU,U,R,N300,SEHC     
CUURN300SEHC01   ,CU,U,R,N300,SEHC01   
CUURN300SEHF     ,CU,U,R,N300,SEHF     
CUURN300SEHF01   ,CU,U,R,N300,SEHF01   
CUURN300SEHF02   ,CU,U,R,N300,SEHF02   
CUURN300SETA     ,CU,U,R,N300,SETA     
CUURN300SETA01   ,CU,U,R,N300,SETA01   
CUURN300SETA02   ,CU,U,R,N300,SETA02   
CUURN300SETB     ,CU,U,R,N300,SETB     
CUURN300SETB01   ,CU,U,R,N300,SETB01   
CUURN300SETE     ,CU,U,R,N300,SETE     
CUURN300SS47014  ,CU,U,R,N300,SS47014  
CUURN300SS47015  ,CU,U,R,N300,SS47015  
CUURN300SS47016  ,CU,U,R,N300,SS47016  
CUURN400SA0      ,CU,U,R,N400,SA0      
CUURN400SA0E     ,CU,U,R,N400,SA0E     
CUURN400SA0L1E   ,CU,U,R,N400,SA0L1E   
CUURN400SA0L2    ,CU,U,R,N400,SA0L2    
CUURN400SA0L5    ,CU,U,R,N400,SA0L5    
CUURN400SA0LE    ,CU,U,R,N400,SA0LE    
CUURN400SAA      ,CU,U,R,N400,SAA      
CUURN400SAC      ,CU,U,R,N400,SAC      
CUURN400SACL1    ,CU,U,R,N400,SACL1    
CUURN400SACL11   ,CU,U,R,N400,SACL11   
CUURN400SAD      ,CU,U,R,N400,SAD      
CUURN400SAE      ,CU,U,R,N400,SAE      
CUURN400SAEC     ,CU,U,R,N400,SAEC     
CUURN400SAES     ,CU,U,R,N400,SAES     
CUURN400SAF      ,CU,U,R,N400,SAF      
CUURN400SAF1     ,CU,U,R,N400,SAF1     
CUURN400SAF11    ,CU,U,R,N400,SAF11    
CUURN400SAF111   ,CU,U,R,N400,SAF111   
CUURN400SAF112   ,CU,U,R,N400,SAF112   
CUURN400SAF113   ,CU,U,R,N400,SAF113   
CUURN400SAF114   ,CU,U,R,N400,SAF114   
CUURN400SAF115   ,CU,U,R,N400,SAF115   
CUURN400SAF116   ,CU,U,R,N400,SAF116   
CUURN400SAG      ,CU,U,R,N400,SAG      
CUURN400SAGC     ,CU,U,R,N400,SAGC     
CUURN400SAGS     ,CU,U,R,N400,SAGS     
CUURN400SAH      ,CU,U,R,N400,SAH      
CUURN400SAH1     ,CU,U,R,N400,SAH1     
CUURN400SAH2     ,CU,U,R,N400,SAH2     
CUURN400SAH21    ,CU,U,R,N400,SAH21    
CUURN400SAH3     ,CU,U,R,N400,SAH3     
CUURN400SAH31    ,CU,U,R,N400,SAH31    
CUURN400SAM      ,CU,U,R,N400,SAM      
CUURN400SAN      ,CU,U,R,N400,SAN      
CUURN400SANL1    ,CU,U,R,N400,SANL1    
CUURN400SANL11   ,CU,U,R,N400,SANL11   
CUURN400SAR      ,CU,U,R,N400,SAR      
CUURN400SAS      ,CU,U,R,N400,SAS      
CUURN400SASL2RS  ,CU,U,R,N400,SASL2RS  
CUURN400SASL5    ,CU,U,R,N400,SASL5    
CUURN400SAT      ,CU,U,R,N400,SAT      
CUURN400SAT1     ,CU,U,R,N400,SAT1     
CUURN400SATCLTB  ,CU,U,R,N400,SATCLTB  
CUURN400SEEB     ,CU,U,R,N400,SEEB     
CUURN400SEFJ     ,CU,U,R,N400,SEFJ     
CUURN400SEFV     ,CU,U,R,N400,SEFV     
CUURN400SEHA     ,CU,U,R,N400,SEHA     
CUURN400SEHC     ,CU,U,R,N400,SEHC     
CUURN400SEHC01   ,CU,U,R,N400,SEHC01   
CUURN400SEHF     ,CU,U,R,N400,SEHF     
CUURN400SEHF01   ,CU,U,R,N400,SEHF01   
CUURN400SEHF02   ,CU,U,R,N400,SEHF02   
CUURN400SETA     ,CU,U,R,N400,SETA     
CUURN400SETA01   ,CU,U,R,N400,SETA01   
CUURN400SETA02   ,CU,U,R,N400,SETA02   
CUURN400SETB     ,CU,U,R,N400,SETB     
CUURN400SETB01   ,CU,U,R,N400,SETB01   
CUURN400SETE     ,CU,U,R,N400,SETE     
CUURN400SS47014  ,CU,U,R,N400,SS47014  
CUURN400SS47015  ,CU,U,R,N400,SS47015  
CUURN400SS47016  ,CU,U,R,N400,SS47016  
CUURS000AA0      ,CU,U,R,S000,AA0      
CUURS000SA0      ,CU,U,R,S000,SA0      
CUURS000SA0E     ,CU,U,R,S000,SA0E     
CUURS000SA0L1    ,CU,U,R,S000,SA0L1    
CUURS000SA0L1E   ,CU,U,R,S000,SA0L1E   
CUURS000SA0L2    ,CU,U,R,S000,SA0L2    
CUURS000SA0L5    ,CU,U,R,S000,SA0L5    
CUURS000SA0LE    ,CU,U,R,S000,SA0LE    
CUURS000SAA      ,CU,U,R,S000,SAA      
CUURS000SAC      ,CU,U,R,S000,SAC      
CUURS000SACE     ,CU,U,R,S000,SACE     
CUURS000SACL1    ,CU,U,R,S000,SACL1    
CUURS000SACL11   ,CU,U,R,S000,SACL11   
CUURS000SACL1E   ,CU,U,R,S000,SACL1E   
CUURS000SAD      ,CU,U,R,S000,SAD      
CUURS000SAE      ,CU,U,R,S000,SAE      
CUURS000SAEC     ,CU,U,R,S000,SAEC     
CUURS000SAES     ,CU,U,R,S000,SAES     
CUURS000SAF      ,CU,U,R,S000,SAF      
CUURS000SAF1     ,CU,U,R,S000,SAF1     
CUURS000SAF11    ,CU,U,R,S000,SAF11    
CUURS000SAF111   ,CU,U,R,S000,SAF111   
CUURS000SAF112   ,CU,U,R,S000,SAF112   
CUURS000SAF113   ,CU,U,R,S000,SAF113   
CUURS000SAF114   ,CU,U,R,S000,SAF114   
CUURS000SAF115   ,CU,U,R,S000,SAF115   
CUURS000SAF116   ,CU,U,R,S000,SAF116   
CUURS000SAG      ,CU,U,R,S000,SAG      
CUURS000SAGC     ,CU,U,R,S000,SAGC     
CUURS000SAGS     ,CU,U,R,S000,SAGS     
CUURS000SAH      ,CU,U,R,S000,SAH      
CUURS000SAH1     ,CU,U,R,S000,SAH1     
CUURS000SAH2     ,CU,U,R,S000,SAH2     
CUURS000SAH21    ,CU,U,R,S000,SAH21    
CUURS000SAH3     ,CU,U,R,S000,SAH3     
CUURS000SAH31    ,CU,U,R,S000,SAH31    
CUURS000SAM      ,CU,U,R,S000,SAM      
CUURS000SAM1     ,CU,U,R,S000,SAM1     
CUURS000SAM2     ,CU,U,R,S000,SAM2     
CUURS000SAN      ,CU,U,R,S000,SAN      
CUURS000SANL1    ,CU,U,R,S000,SANL1    
CUURS000SANL11   ,CU,U,R,S000,SANL11   
CUURS000SANL113  ,CU,U,R,S000,SANL113  
CUURS000SANL13   ,CU,U,R,S000,SANL13   
CUURS000SAR      ,CU,U,R,S000,SAR      
CUURS000SARC     ,CU,U,R,S000,SARC     
CUURS000SARS     ,CU,U,R,S000,SARS     
CUURS000SAS      ,CU,U,R,S000,SAS      
CUURS000SAS2RS   ,CU,U,R,S000,SAS2RS   
CUURS000SAS367   ,CU,U,R,S000,SAS367   
CUURS000SAS4     ,CU,U,R,S000,SAS4     
CUURS000SASL2RS  ,CU,U,R,S000,SASL2RS  
CUURS000SASL5    ,CU,U,R,S000,SASL5    
CUURS000SASLE    ,CU,U,R,S000,SASLE    
CUURS000SAT      ,CU,U,R,S000,SAT      
CUURS000SAT1     ,CU,U,R,S000,SAT1     
CUURS000SATCLTB  ,CU,U,R,S000,SATCLTB  
CUURS000SEEB     ,CU,U,R,S000,SEEB     
CUURS000SEFJ     ,CU,U,R,S000,SEFJ     
CUURS000SEFV     ,CU,U,R,S000,SEFV     
CUURS000SEHA     ,CU,U,R,S000,SEHA     
CUURS000SEHC     ,CU,U,R,S000,SEHC     
CUURS000SEHC01   ,CU,U,R,S000,SEHC01   
CUURS000SEHF     ,CU,U,R,S000,SEHF     
CUURS000SEHF01   ,CU,U,R,S000,SEHF01   
CUURS000SEHF02   ,CU,U,R,S000,SEHF02   
CUURS000SEMC     ,CU,U,R,S000,SEMC     
CUURS000SETA     ,CU,U,R,S000,SETA     
CUURS000SETA01   ,CU,U,R,S000,SETA01   
CUURS000SETA02   ,CU,U,R,S000,SETA02   
CUURS000SETB     ,CU,U,R,S000,SETB     
CUURS000SETB01   ,CU,U,R,S000,SETB01   
CUURS000SETE     ,CU,U,R,S000,SETE     
CUURS000SS45011  ,CU,U,R,S000,SS45011  
CUURS000SS4501A  ,CU,U,R,S000,SS4501A  
CUURS000SS47014  ,CU,U,R,S000,SS47014  
CUURS000SS47015  ,CU,U,R,S000,SS47015  
CUURS000SS47016  ,CU,U,R,S000,SS47016  
CUURS100AA0      ,CU,U,R,S100,AA0      
CUURS100SA0      ,CU,U,R,S100,SA0      
CUURS100SA0E     ,CU,U,R,S100,SA0E     
CUURS100SA0L1E   ,CU,U,R,S100,SA0L1E   
CUURS100SA0L2    ,CU,U,R,S100,SA0L2    
CUURS100SA0L5    ,CU,U,R,S100,SA0L5    
CUURS100SA0LE    ,CU,U,R,S100,SA0LE    
CUURS100SAA      ,CU,U,R,S100,SAA      
CUURS100SAC      ,CU,U,R,S100,SAC      
CUURS100SACL1    ,CU,U,R,S100,SACL1    
CUURS100SACL11   ,CU,U,R,S100,SACL11   
CUURS100SAD      ,CU,U,R,S100,SAD      
CUURS100SAE      ,CU,U,R,S100,SAE      
CUURS100SAEC     ,CU,U,R,S100,SAEC     
CUURS100SAES     ,CU,U,R,S100,SAES     
CUURS100SAF      ,CU,U,R,S100,SAF      
CUURS100SAF1     ,CU,U,R,S100,SAF1     
CUURS100SAF11    ,CU,U,R,S100,SAF11    
CUURS100SAF111   ,CU,U,R,S100,SAF111   
CUURS100SAF112   ,CU,U,R,S100,SAF112   
CUURS100SAF113   ,CU,U,R,S100,SAF113   
CUURS100SAF114   ,CU,U,R,S100,SAF114   
CUURS100SAF115   ,CU,U,R,S100,SAF115   
CUURS100SAF116   ,CU,U,R,S100,SAF116   
CUURS100SAG      ,CU,U,R,S100,SAG      
CUURS100SAGC     ,CU,U,R,S100,SAGC     
CUURS100SAGS     ,CU,U,R,S100,SAGS     
CUURS100SAH      ,CU,U,R,S100,SAH      
CUURS100SAH1     ,CU,U,R,S100,SAH1     
CUURS100SAH2     ,CU,U,R,S100,SAH2     
CUURS100SAH21    ,CU,U,R,S100,SAH21    
CUURS100SAH3     ,CU,U,R,S100,SAH3     
CUURS100SAH31    ,CU,U,R,S100,SAH31    
CUURS100SAM      ,CU,U,R,S100,SAM      
CUURS100SAN      ,CU,U,R,S100,SAN      
CUURS100SANL1    ,CU,U,R,S100,SANL1    
CUURS100SANL11   ,CU,U,R,S100,SANL11   
CUURS100SAR      ,CU,U,R,S100,SAR      
CUURS100SAS      ,CU,U,R,S100,SAS      
CUURS100SASL2RS  ,CU,U,R,S100,SASL2RS  
CUURS100SASL5    ,CU,U,R,S100,SASL5    
CUURS100SAT      ,CU,U,R,S100,SAT      
CUURS100SAT1     ,CU,U,R,S100,SAT1     
CUURS100SATCLTB  ,CU,U,R,S100,SATCLTB  
CUURS100SEEB     ,CU,U,R,S100,SEEB     
CUURS100SEFJ     ,CU,U,R,S100,SEFJ     
CUURS100SEFV     ,CU,U,R,S100,SEFV     
CUURS100SEHA     ,CU,U,R,S100,SEHA     
CUURS100SEHC     ,CU,U,R,S100,SEHC     
CUURS100SEHC01   ,CU,U,R,S100,SEHC01   
CUURS100SEHF     ,CU,U,R,S100,SEHF     
CUURS100SEHF01   ,CU,U,R,S100,SEHF01   
CUURS100SEHF02   ,CU,U,R,S100,SEHF02   
CUURS100SETA     ,CU,U,R,S100,SETA     
CUURS100SETA01   ,CU,U,R,S100,SETA01   
CUURS100SETA02   ,CU,U,R,S100,SETA02   
CUURS100SETB     ,CU,U,R,S100,SETB     
CUURS100SETB01   ,CU,U,R,S100,SETB01   
CUURS100SETE     ,CU,U,R,S100,SETE     
CUURS100SS47014  ,CU,U,R,S100,SS47014  
CUURS100SS47015  ,CU,U,R,S100,SS47015  
CUURS100SS47016  ,CU,U,R,S100,SS47016  
CUURS11AAA0      ,CU,U,R,S11A,AA0      
CUURS11ASA0      ,CU,U,R,S11A,SA0      
CUURS11ASA0E     ,CU,U,R,S11A,SA0E     
CUURS11ASA0L1E   ,CU,U,R,S11A,SA0L1E   
CUURS11ASA0L2    ,CU,U,R,S11A,SA0L2    
CUURS11ASA0L5    ,CU,U,R,S11A,SA0L5    
CUURS11ASA0LE    ,CU,U,R,S11A,SA0LE    
CUURS11ASAA      ,CU,U,R,S11A,SAA      
CUURS11ASAC      ,CU,U,R,S11A,SAC      
CUURS11ASACL1    ,CU,U,R,S11A,SACL1    
CUURS11ASACL11   ,CU,U,R,S11A,SACL11   
CUURS11ASAD      ,CU,U,R,S11A,SAD      
CUURS11ASAE      ,CU,U,R,S11A,SAE      
CUURS11ASAEC     ,CU,U,R,S11A,SAEC     
CUURS11ASAES     ,CU,U,R,S11A,SAES     
CUURS11ASAF      ,CU,U,R,S11A,SAF      
CUURS11ASAF1     ,CU,U,R,S11A,SAF1     
CUURS11ASAF11    ,CU,U,R,S11A,SAF11    
CUURS11ASAF111   ,CU,U,R,S11A,SAF111   
CUURS11ASAF112   ,CU,U,R,S11A,SAF112   
CUURS11ASAF113   ,CU,U,R,S11A,SAF113   
CUURS11ASAF114   ,CU,U,R,S11A,SAF114   
CUURS11ASAF115   ,CU,U,R,S11A,SAF115   
CUURS11ASAF116   ,CU,U,R,S11A,SAF116   
CUURS11ASAG      ,CU,U,R,S11A,SAG      
CUURS11ASAGC     ,CU,U,R,S11A,SAGC     
CUURS11ASAGS     ,CU,U,R,S11A,SAGS     
CUURS11ASAH      ,CU,U,R,S11A,SAH      
CUURS11ASAH1     ,CU,U,R,S11A,SAH1     
CUURS11ASAH2     ,CU,U,R,S11A,SAH2     
CUURS11ASAH21    ,CU,U,R,S11A,SAH21    
CUURS11ASAH3     ,CU,U,R,S11A,SAH3     
CUURS11ASAH31    ,CU,U,R,S11A,SAH31    
CUURS11ASAM      ,CU,U,R,S11A,SAM      
CUURS11ASAN      ,CU,U,R,S11A,SAN      
CUURS11ASANL1    ,CU,U,R,S11A,SANL1    
CUURS11ASANL11   ,CU,U,R,S11A,SANL11   
CUURS11ASAR      ,CU,U,R,S11A,SAR      
CUURS11ASAS      ,CU,U,R,S11A,SAS      
CUURS11ASASL2RS  ,CU,U,R,S11A,SASL2RS  
CUURS11ASASL5    ,CU,U,R,S11A,SASL5    
CUURS11ASAT      ,CU,U,R,S11A,SAT      
CUURS11ASAT1     ,CU,U,R,S11A,SAT1     
CUURS11ASATCLTB  ,CU,U,R,S11A,SATCLTB  
CUURS11ASEEB     ,CU,U,R,S11A,SEEB     
CUURS11ASEFJ     ,CU,U,R,S11A,SEFJ     
CUURS11ASEFV     ,CU,U,R,S11A,SEFV     
CUURS11ASEHA     ,CU,U,R,S11A,SEHA     
CUURS11ASEHC     ,CU,U,R,S11A,SEHC     
CUURS11ASEHC01   ,CU,U,R,S11A,SEHC01   
CUURS11ASEHF     ,CU,U,R,S11A,SEHF     
CUURS11ASEHF01   ,CU,U,R,S11A,SEHF01   
CUURS11ASEHF02   ,CU,U,R,S11A,SEHF02   
CUURS11ASETA     ,CU,U,R,S11A,SETA     
CUURS11ASETA01   ,CU,U,R,S11A,SETA01   
CUURS11ASETA02   ,CU,U,R,S11A,SETA02   
CUURS11ASETB     ,CU,U,R,S11A,SETB     
CUURS11ASETB01   ,CU,U,R,S11A,SETB01   
CUURS11ASS47014  ,CU,U,R,S11A,SS47014  
CUURS11ASS47015  ,CU,U,R,S11A,SS47015  
CUURS11ASS47016  ,CU,U,R,S11A,SS47016  
CUURS12AAA0      ,CU,U,R,S12A,AA0      
CUURS12ASA0      ,CU,U,R,S12A,SA0      
CUURS12ASA0E     ,CU,U,R,S12A,SA0E     
CUURS12ASA0L1E   ,CU,U,R,S12A,SA0L1E   
CUURS12ASA0L2    ,CU,U,R,S12A,SA0L2    
CUURS12ASA0L5    ,CU,U,R,S12A,SA0L5    
CUURS12ASA0LE    ,CU,U,R,S12A,SA0LE    
CUURS12ASAA      ,CU,U,R,S12A,SAA      
CUURS12ASAC      ,CU,U,R,S12A,SAC      
CUURS12ASACL1    ,CU,U,R,S12A,SACL1    
CUURS12ASACL11   ,CU,U,R,S12A,SACL11   
CUURS12ASAD      ,CU,U,R,S12A,SAD      
CUURS12ASAE      ,CU,U,R,S12A,SAE      
CUURS12ASAEC     ,CU,U,R,S12A,SAEC     
CUURS12ASAES     ,CU,U,R,S12A,SAES     
CUURS12ASAF      ,CU,U,R,S12A,SAF      
CUURS12ASAF1     ,CU,U,R,S12A,SAF1     
CUURS12ASAF11    ,CU,U,R,S12A,SAF11    
CUURS12ASAF111   ,CU,U,R,S12A,SAF111   
CUURS12ASAF112   ,CU,U,R,S12A,SAF112   
CUURS12ASAF113   ,CU,U,R,S12A,SAF113   
CUURS12ASAF114   ,CU,U,R,S12A,SAF114   
CUURS12ASAF115   ,CU,U,R,S12A,SAF115   
CUURS12ASAF116   ,CU,U,R,S12A,SAF116   
CUURS12ASAG      ,CU,U,R,S12A,SAG      
CUURS12ASAGC     ,CU,U,R,S12A,SAGC     
CUURS12ASAGS     ,CU,U,R,S12A,SAGS     
CUURS12ASAH      ,CU,U,R,S12A,SAH      
CUURS12ASAH1     ,CU,U,R,S12A,SAH1     
CUURS12ASAH2     ,CU,U,R,S12A,SAH2     
CUURS12ASAH21    ,CU,U,R,S12A,SAH21    
CUURS12ASAH3     ,CU,U,R,S12A,SAH3     
CUURS12ASAH31    ,CU,U,R,S12A,SAH31    
CUURS12ASAM      ,CU,U,R,S12A,SAM      
CUURS12ASAN      ,CU,U,R,S12A,SAN      
CUURS12ASANL1    ,CU,U,R,S12A,SANL1    
CUURS12ASANL11   ,CU,U,R,S12A,SANL11   
CUURS12ASAR      ,CU,U,R,S12A,SAR      
CUURS12ASAS      ,CU,U,R,S12A,SAS      
CUURS12ASASL2RS  ,CU,U,R,S12A,SASL2RS  
CUURS12ASASL5    ,CU,U,R,S12A,SASL5    
CUURS12ASAT      ,CU,U,R,S12A,SAT      
CUURS12ASAT1     ,CU,U,R,S12A,SAT1     
CUURS12ASATCLTB  ,CU,U,R,S12A,SATCLTB  
CUURS12ASEEB     ,CU,U,R,S12A,SEEB     
CUURS12ASEFJ     ,CU,U,R,S12A,SEFJ     
CUURS12ASEFV     ,CU,U,R,S12A,SEFV     
CUURS12ASEHA     ,CU,U,R,S12A,SEHA     
CUURS12ASEHC     ,CU,U,R,S12A,SEHC     
CUURS12ASEHC01   ,CU,U,R,S12A,SEHC01   
CUURS12ASEHF     ,CU,U,R,S12A,SEHF     
CUURS12ASEHF01   ,CU,U,R,S12A,SEHF01   
CUURS12ASEHF02   ,CU,U,R,S12A,SEHF02   
CUURS12ASETA     ,CU,U,R,S12A,SETA     
CUURS12ASETA01   ,CU,U,R,S12A,SETA01   
CUURS12ASETA02   ,CU,U,R,S12A,SETA02   
CUURS12ASETB     ,CU,U,R,S12A,SETB     
CUURS12ASETB01   ,CU,U,R,S12A,SETB01   
CUURS12ASETE     ,CU,U,R,S12A,SETE     
CUURS12ASS47014  ,CU,U,R,S12A,SS47014  
CUURS12ASS47015  ,CU,U,R,S12A,SS47015  
CUURS12ASS47016  ,CU,U,R,S12A,SS47016  
CUURS12BAA0      ,CU,U,R,S12B,AA0      
CUURS12BSA0      ,CU,U,R,S12B,SA0      
CUURS12BSA0E     ,CU,U,R,S12B,SA0E     
CUURS12BSA0L1E   ,CU,U,R,S12B,SA0L1E   
CUURS12BSA0L2    ,CU,U,R,S12B,SA0L2    
CUURS12BSA0L5    ,CU,U,R,S12B,SA0L5    
CUURS12BSA0LE    ,CU,U,R,S12B,SA0LE    
CUURS12BSAA      ,CU,U,R,S12B,SAA      
CUURS12BSAC      ,CU,U,R,S12B,SAC      
CUURS12BSACL1    ,CU,U,R,S12B,SACL1    
CUURS12BSACL11   ,CU,U,R,S12B,SACL11   
CUURS12BSAD      ,CU,U,R,S12B,SAD      
CUURS12BSAE      ,CU,U,R,S12B,SAE      
CUURS12BSAEC     ,CU,U,R,S12B,SAEC     
CUURS12BSAES     ,CU,U,R,S12B,SAES     
CUURS12BSAF      ,CU,U,R,S12B,SAF      
CUURS12BSAF1     ,CU,U,R,S12B,SAF1     
CUURS12BSAF11    ,CU,U,R,S12B,SAF11    
CUURS12BSAF111   ,CU,U,R,S12B,SAF111   
CUURS12BSAF112   ,CU,U,R,S12B,SAF112   
CUURS12BSAF113   ,CU,U,R,S12B,SAF113   
CUURS12BSAF114   ,CU,U,R,S12B,SAF114   
CUURS12BSAF115   ,CU,U,R,S12B,SAF115   
CUURS12BSAF116   ,CU,U,R,S12B,SAF116   
CUURS12BSAG      ,CU,U,R,S12B,SAG      
CUURS12BSAGC     ,CU,U,R,S12B,SAGC     
CUURS12BSAGS     ,CU,U,R,S12B,SAGS     
CUURS12BSAH      ,CU,U,R,S12B,SAH      
CUURS12BSAH1     ,CU,U,R,S12B,SAH1     
CUURS12BSAH2     ,CU,U,R,S12B,SAH2     
CUURS12BSAH21    ,CU,U,R,S12B,SAH21    
CUURS12BSAH3     ,CU,U,R,S12B,SAH3     
CUURS12BSAH31    ,CU,U,R,S12B,SAH31    
CUURS12BSAM      ,CU,U,R,S12B,SAM      
CUURS12BSAN      ,CU,U,R,S12B,SAN      
CUURS12BSANL1    ,CU,U,R,S12B,SANL1    
CUURS12BSANL11   ,CU,U,R,S12B,SANL11   
CUURS12BSAR      ,CU,U,R,S12B,SAR      
CUURS12BSAS      ,CU,U,R,S12B,SAS      
CUURS12BSASL2RS  ,CU,U,R,S12B,SASL2RS  
