series_id        ,Index type,Seasonal adjustment status,Periodicity,Area code,Item code
CUSR0000SA0      ,CU,S,R,0,SA0      
CUSR0000SA0E     ,CU,S,R,0,SA0E     
CUSR0000SA0L1    ,CU,S,R,0,SA0L1    
CUSR0000SA0L12   ,CU,S,R,0,SA0L12   
CUSR0000SA0L12E  ,CU,S,R,0,SA0L12E  
CUSR0000SA0L12E4 ,CU,S,R,0,SA0L12E4 
CUSR0000SA0L1E   ,CU,S,R,0,SA0L1E   
CUSR0000SA0L2    ,CU,S,R,0,SA0L2    
CUSR0000SA0L5    ,CU,S,R,0,SA0L5    
CUSR0000SA0LE    ,CU,S,R,0,SA0LE    
CUSR0000SA311    ,CU,S,R,0,SA311    
CUSR0000SAA      ,CU,S,R,0,SAA      
CUSR0000SAA1     ,CU,S,R,0,SAA1     
CUSR0000SAA2     ,CU,S,R,0,SAA2     
CUSR0000SAC      ,CU,S,R,0,SAC      
CUSR0000SACE     ,CU,S,R,0,SACE     
CUSR0000SACL1    ,CU,S,R,0,SACL1    
CUSR0000SACL11   ,CU,S,R,0,SACL11   
CUSR0000SACL1E   ,CU,S,R,0,SACL1E   
CUSR0000SACL1E4  ,CU,S,R,0,SACL1E4  
CUSR0000SAD      ,CU,S,R,0,SAD      
CUSR0000SAE      ,CU,S,R,0,SAE      
CUSR0000SAE1     ,CU,S,R,0,SAE1     
CUSR0000SAE2     ,CU,S,R,0,SAE2     
CUSR0000SAE21    ,CU,S,R,0,SAE21    
CUSR0000SAEC     ,CU,S,R,0,SAEC     
CUSR0000SAES     ,CU,S,R,0,SAES     
CUSR0000SAF      ,CU,S,R,0,SAF      
CUSR0000SAF1     ,CU,S,R,0,SAF1     
CUSR0000SAF11    ,CU,S,R,0,SAF11    
CUSR0000SAF111   ,CU,S,R,0,SAF111   
CUSR0000SAF112   ,CU,S,R,0,SAF112   
CUSR0000SAF1121  ,CU,S,R,0,SAF1121  
CUSR0000SAF11211 ,CU,S,R,0,SAF11211 
CUSR0000SAF113   ,CU,S,R,0,SAF113   
CUSR0000SAF1131  ,CU,S,R,0,SAF1131  
CUSR0000SAF114   ,CU,S,R,0,SAF114   
CUSR0000SAF115   ,CU,S,R,0,SAF115   
CUSR0000SAF116   ,CU,S,R,0,SAF116   
CUSR0000SAG      ,CU,S,R,0,SAG      
CUSR0000SAG1     ,CU,S,R,0,SAG1     
CUSR0000SAGC     ,CU,S,R,0,SAGC     
CUSR0000SAH      ,CU,S,R,0,SAH      
CUSR0000SAH1     ,CU,S,R,0,SAH1     
CUSR0000SAH2     ,CU,S,R,0,SAH2     
CUSR0000SAH21    ,CU,S,R,0,SAH21    
CUSR0000SAH3     ,CU,S,R,0,SAH3     
CUSR0000SAH31    ,CU,S,R,0,SAH31    
CUSR0000SAM      ,CU,S,R,0,SAM      
CUSR0000SAM1     ,CU,S,R,0,SAM1     
CUSR0000SAM2     ,CU,S,R,0,SAM2     
CUSR0000SAN      ,CU,S,R,0,SAN      
CUSR0000SAN1D    ,CU,S,R,0,SAN1D    
CUSR0000SANL1    ,CU,S,R,0,SANL1    
CUSR0000SANL11   ,CU,S,R,0,SANL11   
CUSR0000SANL113  ,CU,S,R,0,SANL113  
CUSR0000SANL13   ,CU,S,R,0,SANL13   
CUSR0000SAR      ,CU,S,R,0,SAR      
CUSR0000SARC     ,CU,S,R,0,SARC     
CUSR0000SARS     ,CU,S,R,0,SARS     
CUSR0000SAS      ,CU,S,R,0,SAS      
CUSR0000SAS24    ,CU,S,R,0,SAS24    
CUSR0000SAS2RS   ,CU,S,R,0,SAS2RS   
CUSR0000SAS367   ,CU,S,R,0,SAS367   
CUSR0000SAS4     ,CU,S,R,0,SAS4     
CUSR0000SASL2RS  ,CU,S,R,0,SASL2RS  
CUSR0000SASL5    ,CU,S,R,0,SASL5    
CUSR0000SASLE    ,CU,S,R,0,SASLE    
CUSR0000SAT      ,CU,S,R,0,SAT      
CUSR0000SAT1     ,CU,S,R,0,SAT1     
CUSR0000SATCLTB  ,CU,S,R,0,SATCLTB  
CUSR0000SEAA     ,CU,S,R,0,SEAA     
CUSR0000SEAA01   ,CU,S,R,0,SEAA01   
CUSR0000SEAA02   ,CU,S,R,0,SEAA02   
CUSR0000SEAA03   ,CU,S,R,0,SEAA03   
CUSR0000SEAA04   ,CU,S,R,0,SEAA04   
CUSR0000SEAB     ,CU,S,R,0,SEAB     
CUSR0000SEAC     ,CU,S,R,0,SEAC     
CUSR0000SEAC01   ,CU,S,R,0,SEAC01   
CUSR0000SEAC02   ,CU,S,R,0,SEAC02   
CUSR0000SEAC03   ,CU,S,R,0,SEAC03   
CUSR0000SEAC04   ,CU,S,R,0,SEAC04   
CUSR0000SEAD     ,CU,S,R,0,SEAD     
CUSR0000SEAE     ,CU,S,R,0,SEAE     
CUSR0000SEAE01   ,CU,S,R,0,SEAE01   
CUSR0000SEAE02   ,CU,S,R,0,SEAE02   
CUSR0000SEAE03   ,CU,S,R,0,SEAE03   
CUSR0000SEAF     ,CU,S,R,0,SEAF     
CUSR0000SEAG     ,CU,S,R,0,SEAG     
CUSR0000SEAG01   ,CU,S,R,0,SEAG01   
CUSR0000SEAG02   ,CU,S,R,0,SEAG02   
CUSR0000SEEA     ,CU,S,R,0,SEEA     
CUSR0000SEEB     ,CU,S,R,0,SEEB     
CUSR0000SEEB01   ,CU,S,R,0,SEEB01   
CUSR0000SEEB02   ,CU,S,R,0,SEEB02   
CUSR0000SEEB03   ,CU,S,R,0,SEEB03   
CUSR0000SEEB04   ,CU,S,R,0,SEEB04   
CUSR0000SEEC     ,CU,S,R,0,SEEC     
CUSR0000SEEC01   ,CU,S,R,0,SEEC01   
CUSR0000SEEC02   ,CU,S,R,0,SEEC02   
CUSR0000SEEE     ,CU,S,R,0,SEEE     
CUSR0000SEEE01   ,CU,S,R,0,SEEE01   
CUSR0000SEEE03   ,CU,S,R,0,SEEE03   
CUSR0000SEEE04   ,CU,S,R,0,SEEE04   
CUSR0000SEEEC    ,CU,S,R,0,SEEEC    
CUSR0000SEFA     ,CU,S,R,0,SEFA     
CUSR0000SEFA01   ,CU,S,R,0,SEFA01   
CUSR0000SEFA02   ,CU,S,R,0,SEFA02   
CUSR0000SEFA03   ,CU,S,R,0,SEFA03   
CUSR0000SEFB     ,CU,S,R,0,SEFB     
CUSR0000SEFB01   ,CU,S,R,0,SEFB01   
CUSR0000SEFB02   ,CU,S,R,0,SEFB02   
CUSR0000SEFB03   ,CU,S,R,0,SEFB03   
CUSR0000SEFB04   ,CU,S,R,0,SEFB04   
CUSR0000SEFC     ,CU,S,R,0,SEFC     
CUSR0000SEFC01   ,CU,S,R,0,SEFC01   
CUSR0000SEFC02   ,CU,S,R,0,SEFC02   
CUSR0000SEFC03   ,CU,S,R,0,SEFC03   
CUSR0000SEFD     ,CU,S,R,0,SEFD     
CUSR0000SEFD01   ,CU,S,R,0,SEFD01   
CUSR0000SEFD02   ,CU,S,R,0,SEFD02   
CUSR0000SEFD03   ,CU,S,R,0,SEFD03   
CUSR0000SEFD04   ,CU,S,R,0,SEFD04   
CUSR0000SEFE     ,CU,S,R,0,SEFE     
CUSR0000SEFF     ,CU,S,R,0,SEFF     
CUSR0000SEFF01   ,CU,S,R,0,SEFF01   
CUSR0000SEFF02   ,CU,S,R,0,SEFF02   
CUSR0000SEFG     ,CU,S,R,0,SEFG     
CUSR0000SEFG01   ,CU,S,R,0,SEFG01   
CUSR0000SEFG02   ,CU,S,R,0,SEFG02   
CUSR0000SEFH     ,CU,S,R,0,SEFH     
CUSR0000SEFJ     ,CU,S,R,0,SEFJ     
CUSR0000SEFJ01   ,CU,S,R,0,SEFJ01   
CUSR0000SEFJ02   ,CU,S,R,0,SEFJ02   
CUSR0000SEFJ03   ,CU,S,R,0,SEFJ03   
CUSR0000SEFJ04   ,CU,S,R,0,SEFJ04   
CUSR0000SEFK     ,CU,S,R,0,SEFK     
CUSR0000SEFK01   ,CU,S,R,0,SEFK01   
CUSR0000SEFK02   ,CU,S,R,0,SEFK02   
CUSR0000SEFK03   ,CU,S,R,0,SEFK03   
CUSR0000SEFK04   ,CU,S,R,0,SEFK04   
CUSR0000SEFL     ,CU,S,R,0,SEFL     
CUSR0000SEFL01   ,CU,S,R,0,SEFL01   
CUSR0000SEFL02   ,CU,S,R,0,SEFL02   
CUSR0000SEFL03   ,CU,S,R,0,SEFL03   
CUSR0000SEFL04   ,CU,S,R,0,SEFL04   
CUSR0000SEFM     ,CU,S,R,0,SEFM     
CUSR0000SEFM01   ,CU,S,R,0,SEFM01   
CUSR0000SEFM02   ,CU,S,R,0,SEFM02   
CUSR0000SEFM03   ,CU,S,R,0,SEFM03   
CUSR0000SEFN     ,CU,S,R,0,SEFN     
CUSR0000SEFN01   ,CU,S,R,0,SEFN01   
CUSR0000SEFN03   ,CU,S,R,0,SEFN03   
CUSR0000SEFP     ,CU,S,R,0,SEFP     
CUSR0000SEFP01   ,CU,S,R,0,SEFP01   
CUSR0000SEFP02   ,CU,S,R,0,SEFP02   
CUSR0000SEFR     ,CU,S,R,0,SEFR     
CUSR0000SEFR01   ,CU,S,R,0,SEFR01   
CUSR0000SEFR02   ,CU,S,R,0,SEFR02   
CUSR0000SEFR03   ,CU,S,R,0,SEFR03   
CUSR0000SEFS     ,CU,S,R,0,SEFS     
CUSR0000SEFS01   ,CU,S,R,0,SEFS01   
CUSR0000SEFS02   ,CU,S,R,0,SEFS02   
CUSR0000SEFS03   ,CU,S,R,0,SEFS03   
CUSR0000SEFT     ,CU,S,R,0,SEFT     
CUSR0000SEFT01   ,CU,S,R,0,SEFT01   
CUSR0000SEFT02   ,CU,S,R,0,SEFT02   
CUSR0000SEFT03   ,CU,S,R,0,SEFT03   
CUSR0000SEFT04   ,CU,S,R,0,SEFT04   
CUSR0000SEFT06   ,CU,S,R,0,SEFT06   
CUSR0000SEFV     ,CU,S,R,0,SEFV     
CUSR0000SEFV01   ,CU,S,R,0,SEFV01   
CUSR0000SEFV03   ,CU,S,R,0,SEFV03   
CUSR0000SEFV05   ,CU,S,R,0,SEFV05   
CUSR0000SEFW     ,CU,S,R,0,SEFW     
CUSR0000SEFW01   ,CU,S,R,0,SEFW01   
CUSR0000SEFW02   ,CU,S,R,0,SEFW02   
CUSR0000SEFW03   ,CU,S,R,0,SEFW03   
CUSR0000SEFX     ,CU,S,R,0,SEFX     
CUSR0000SEGA     ,CU,S,R,0,SEGA     
CUSR0000SEGA01   ,CU,S,R,0,SEGA01   
CUSR0000SEGD     ,CU,S,R,0,SEGD     
CUSR0000SEGD01   ,CU,S,R,0,SEGD01   
CUSR0000SEGD02   ,CU,S,R,0,SEGD02   
CUSR0000SEGD03   ,CU,S,R,0,SEGD03   
CUSR0000SEGD05   ,CU,S,R,0,SEGD05   
CUSR0000SEGE     ,CU,S,R,0,SEGE     
CUSR0000SEHA     ,CU,S,R,0,SEHA     
CUSR0000SEHB     ,CU,S,R,0,SEHB     
CUSR0000SEHB01   ,CU,S,R,0,SEHB01   
CUSR0000SEHB02   ,CU,S,R,0,SEHB02   
CUSR0000SEHC     ,CU,S,R,0,SEHC     
CUSR0000SEHC01   ,CU,S,R,0,SEHC01   
CUSR0000SEHE     ,CU,S,R,0,SEHE     
CUSR0000SEHE01   ,CU,S,R,0,SEHE01   
CUSR0000SEHE02   ,CU,S,R,0,SEHE02   
CUSR0000SEHF     ,CU,S,R,0,SEHF     
CUSR0000SEHF01   ,CU,S,R,0,SEHF01   
CUSR0000SEHF02   ,CU,S,R,0,SEHF02   
CUSR0000SEHG     ,CU,S,R,0,SEHG     
CUSR0000SEHG01   ,CU,S,R,0,SEHG01   
CUSR0000SEHG02   ,CU,S,R,0,SEHG02   
CUSR0000SEHH     ,CU,S,R,0,SEHH     
CUSR0000SEHH02   ,CU,S,R,0,SEHH02   
CUSR0000SEHH03   ,CU,S,R,0,SEHH03   
CUSR0000SEHJ     ,CU,S,R,0,SEHJ     
CUSR0000SEHJ03   ,CU,S,R,0,SEHJ03   
CUSR0000SEHK     ,CU,S,R,0,SEHK     
CUSR0000SEHK01   ,CU,S,R,0,SEHK01   
CUSR0000SEHK02   ,CU,S,R,0,SEHK02   
CUSR0000SEHL     ,CU,S,R,0,SEHL     
CUSR0000SEHL02   ,CU,S,R,0,SEHL02   
CUSR0000SEHL04   ,CU,S,R,0,SEHL04   
CUSR0000SEHM     ,CU,S,R,0,SEHM     
CUSR0000SEHM01   ,CU,S,R,0,SEHM01   
CUSR0000SEHM02   ,CU,S,R,0,SEHM02   
CUSR0000SEHN     ,CU,S,R,0,SEHN     
CUSR0000SEHN01   ,CU,S,R,0,SEHN01   
CUSR0000SEHN03   ,CU,S,R,0,SEHN03   
CUSR0000SEHP03   ,CU,S,R,0,SEHP03   
CUSR0000SEMC     ,CU,S,R,0,SEMC     
CUSR0000SEMC01   ,CU,S,R,0,SEMC01   
CUSR0000SEMC02   ,CU,S,R,0,SEMC02   
CUSR0000SEMC03   ,CU,S,R,0,SEMC03   
CUSR0000SEMC04   ,CU,S,R,0,SEMC04   
CUSR0000SEMD     ,CU,S,R,0,SEMD     
CUSR0000SEMD01   ,CU,S,R,0,SEMD01   
CUSR0000SEMD02   ,CU,S,R,0,SEMD02   
CUSR0000SEMF     ,CU,S,R,0,SEMF     
CUSR0000SEMF01   ,CU,S,R,0,SEMF01   
CUSR0000SEMF02   ,CU,S,R,0,SEMF02   
CUSR0000SERA     ,CU,S,R,0,SERA     
CUSR0000SERA01   ,CU,S,R,0,SERA01   
CUSR0000SERA02   ,CU,S,R,0,SERA02   
CUSR0000SERA03   ,CU,S,R,0,SERA03   
CUSR0000SERA05   ,CU,S,R,0,SERA05   
CUSR0000SERAC    ,CU,S,R,0,SERAC    
CUSR0000SERAS    ,CU,S,R,0,SERAS    
CUSR0000SERB     ,CU,S,R,0,SERB     
CUSR0000SERB01   ,CU,S,R,0,SERB01   
CUSR0000SERB02   ,CU,S,R,0,SERB02   
CUSR0000SERC     ,CU,S,R,0,SERC     
CUSR0000SERC01   ,CU,S,R,0,SERC01   
CUSR0000SERC02   ,CU,S,R,0,SERC02   
CUSR0000SERD     ,CU,S,R,0,SERD     
CUSR0000SERD01   ,CU,S,R,0,SERD01   
CUSR0000SERE     ,CU,S,R,0,SERE     
CUSR0000SERE01   ,CU,S,R,0,SERE01   
CUSR0000SERE02   ,CU,S,R,0,SERE02   
CUSR0000SERE03   ,CU,S,R,0,SERE03   
CUSR0000SERF     ,CU,S,R,0,SERF     
CUSR0000SERF01   ,CU,S,R,0,SERF01   
CUSR0000SERF02   ,CU,S,R,0,SERF02   
CUSR0000SERF03   ,CU,S,R,0,SERF03   
CUSR0000SERG     ,CU,S,R,0,SERG     
CUSR0000SETA     ,CU,S,R,0,SETA     
CUSR0000SETA01   ,CU,S,R,0,SETA01   
CUSR0000SETA02   ,CU,S,R,0,SETA02   
CUSR0000SETA03   ,CU,S,R,0,SETA03   
CUSR0000SETA04   ,CU,S,R,0,SETA04   
CUSR0000SETB     ,CU,S,R,0,SETB     
CUSR0000SETB01   ,CU,S,R,0,SETB01   
CUSR0000SETB02   ,CU,S,R,0,SETB02   
CUSR0000SETC     ,CU,S,R,0,SETC     
CUSR0000SETC01   ,CU,S,R,0,SETC01   
CUSR0000SETD     ,CU,S,R,0,SETD     
CUSR0000SETD03   ,CU,S,R,0,SETD03   
CUSR0000SETE     ,CU,S,R,0,SETE     
CUSR0000SETF03   ,CU,S,R,0,SETF03   
CUSR0000SETG     ,CU,S,R,0,SETG     
CUSR0000SETG01   ,CU,S,R,0,SETG01   
CUSR0000SETG02   ,CU,S,R,0,SETG02   
CUSR0000SS02042  ,CU,S,R,0,SS02042  
CUSR0000SS0206A  ,CU,S,R,0,SS0206A  
CUSR0000SS0206B  ,CU,S,R,0,SS0206B  
CUSR0000SS04011  ,CU,S,R,0,SS04011  
CUSR0000SS04012  ,CU,S,R,0,SS04012  
CUSR0000SS04031  ,CU,S,R,0,SS04031  
CUSR0000SS05011  ,CU,S,R,0,SS05011  
CUSR0000SS0501A  ,CU,S,R,0,SS0501A  
CUSR0000SS06011  ,CU,S,R,0,SS06011  
CUSR0000SS06021  ,CU,S,R,0,SS06021  
CUSR0000SS07011  ,CU,S,R,0,SS07011  
CUSR0000SS07021  ,CU,S,R,0,SS07021  
CUSR0000SS09011  ,CU,S,R,0,SS09011  
CUSR0000SS09021  ,CU,S,R,0,SS09021  
CUSR0000SS10011  ,CU,S,R,0,SS10011  
CUSR0000SS11031  ,CU,S,R,0,SS11031  
CUSR0000SS13031  ,CU,S,R,0,SS13031  
CUSR0000SS14011  ,CU,S,R,0,SS14011  
CUSR0000SS14021  ,CU,S,R,0,SS14021  
CUSR0000SS16011  ,CU,S,R,0,SS16011  
CUSR0000SS17031  ,CU,S,R,0,SS17031  
CUSR0000SS18041  ,CU,S,R,0,SS18041  
CUSR0000SS18042  ,CU,S,R,0,SS18042  
CUSR0000SS18043  ,CU,S,R,0,SS18043  
CUSR0000SS1804B  ,CU,S,R,0,SS1804B  
CUSR0000SS18064  ,CU,S,R,0,SS18064  
CUSR0000SS20021  ,CU,S,R,0,SS20021  
CUSR0000SS20022  ,CU,S,R,0,SS20022  
CUSR0000SS20053  ,CU,S,R,0,SS20053  
CUSR0000SS30021  ,CU,S,R,0,SS30021  
CUSR0000SS33032  ,CU,S,R,0,SS33032  
CUSR0000SS45011  ,CU,S,R,0,SS45011  
CUSR0000SS4501A  ,CU,S,R,0,SS4501A  
CUSR0000SS45021  ,CU,S,R,0,SS45021  
CUSR0000SS47014  ,CU,S,R,0,SS47014  
CUSR0000SS47015  ,CU,S,R,0,SS47015  
CUSR0000SS47016  ,CU,S,R,0,SS47016  
CUSR0000SS52051  ,CU,S,R,0,SS52051  
CUSR0000SS53022  ,CU,S,R,0,SS53022  
CUSR0000SS53023  ,CU,S,R,0,SS53023  
CUSR0000SS5702   ,CU,S,R,0,SS5702   
CUSR0000SS5703   ,CU,S,R,0,SS5703   
CUSR0000SS61011  ,CU,S,R,0,SS61011  
CUSR0000SS61023  ,CU,S,R,0,SS61023  
CUSR0000SS61031  ,CU,S,R,0,SS61031  
CUSR0000SS61032  ,CU,S,R,0,SS61032  
CUSR0000SS62031  ,CU,S,R,0,SS62031  
CUSR0000SS62032  ,CU,S,R,0,SS62032  
CUSR0000SS62053  ,CU,S,R,0,SS62053  
CUSR0000SS62054  ,CU,S,R,0,SS62054  
CUSR0000SS68023  ,CU,S,R,0,SS68023  
CUSR0000SSFV031A ,CU,S,R,0,SSFV031A 
CUUR0000AA0      ,CU,U,R,0,AA0      
CUUR0000AA0R     ,CU,U,R,0,AA0R     
CUUR0000SA0      ,CU,U,R,0,SA0      
CUUR0000SA0E     ,CU,U,R,0,SA0E     
CUUR0000SA0L1    ,CU,U,R,0,SA0L1    
CUUR0000SA0L12   ,CU,U,R,0,SA0L12   
CUUR0000SA0L12E  ,CU,U,R,0,SA0L12E  
CUUR0000SA0L12E4 ,CU,U,R,0,SA0L12E4 
CUUR0000SA0L1E   ,CU,U,R,0,SA0L1E   
CUUR0000SA0L2    ,CU,U,R,0,SA0L2    
CUUR0000SA0L5    ,CU,U,R,0,SA0L5    
CUUR0000SA0LE    ,CU,U,R,0,SA0LE    
CUUR0000SA0R     ,CU,U,R,0,SA0R     
CUUR0000SA311    ,CU,U,R,0,SA311    
CUUR0000SAA      ,CU,U,R,0,SAA      
CUUR0000SAA1     ,CU,U,R,0,SAA1     
CUUR0000SAA2     ,CU,U,R,0,SAA2     
CUUR0000SAC      ,CU,U,R,0,SAC      
CUUR0000SACE     ,CU,U,R,0,SACE     
CUUR0000SACL1    ,CU,U,R,0,SACL1    
CUUR0000SACL11   ,CU,U,R,0,SACL11   
CUUR0000SACL1E   ,CU,U,R,0,SACL1E   
CUUR0000SACL1E4  ,CU,U,R,0,SACL1E4  
CUUR0000SAD      ,CU,U,R,0,SAD      
CUUR0000SAE      ,CU,U,R,0,SAE      
CUUR0000SAE1     ,CU,U,R,0,SAE1     
CUUR0000SAE2     ,CU,U,R,0,SAE2     
CUUR0000SAE21    ,CU,U,R,0,SAE21    
CUUR0000SAEC     ,CU,U,R,0,SAEC     
CUUR0000SAES     ,CU,U,R,0,SAES     
CUUR0000SAF      ,CU,U,R,0,SAF      
CUUR0000SAF1     ,CU,U,R,0,SAF1     
CUUR0000SAF11    ,CU,U,R,0,SAF11    
CUUR0000SAF111   ,CU,U,R,0,SAF111   
CUUR0000SAF112   ,CU,U,R,0,SAF112   
CUUR0000SAF1121  ,CU,U,R,0,SAF1121  
CUUR0000SAF11211 ,CU,U,R,0,SAF11211 
CUUR0000SAF113   ,CU,U,R,0,SAF113   
CUUR0000SAF1131  ,CU,U,R,0,SAF1131  
CUUR0000SAF114   ,CU,U,R,0,SAF114   
CUUR0000SAF115   ,CU,U,R,0,SAF115   
CUUR0000SAF116   ,CU,U,R,0,SAF116   
CUUR0000SAG      ,CU,U,R,0,SAG      
CUUR0000SAG1     ,CU,U,R,0,SAG1     
CUUR0000SAGC     ,CU,U,R,0,SAGC     
CUUR0000SAGS     ,CU,U,R,0,SAGS     
CUUR0000SAH      ,CU,U,R,0,SAH      
CUUR0000SAH1     ,CU,U,R,0,SAH1     
CUUR0000SAH2     ,CU,U,R,0,SAH2     
CUUR0000SAH21    ,CU,U,R,0,SAH21    
CUUR0000SAH3     ,CU,U,R,0,SAH3     
CUUR0000SAH31    ,CU,U,R,0,SAH31    
CUUR0000SAM      ,CU,U,R,0,SAM      
CUUR0000SAM1     ,CU,U,R,0,SAM1     
CUUR0000SAM2     ,CU,U,R,0,SAM2     
CUUR0000SAN      ,CU,U,R,0,SAN      
CUUR0000SAN1D    ,CU,U,R,0,SAN1D    
CUUR0000SANL1    ,CU,U,R,0,SANL1    
CUUR0000SANL11   ,CU,U,R,0,SANL11   
CUUR0000SANL113  ,CU,U,R,0,SANL113  
CUUR0000SANL13   ,CU,U,R,0,SANL13   
CUUR0000SAR      ,CU,U,R,0,SAR      
CUUR0000SARC     ,CU,U,R,0,SARC     
CUUR0000SARS     ,CU,U,R,0,SARS     
CUUR0000SAS      ,CU,U,R,0,SAS      
CUUR0000SAS24    ,CU,U,R,0,SAS24    
CUUR0000SAS2RS   ,CU,U,R,0,SAS2RS   
CUUR0000SAS367   ,CU,U,R,0,SAS367   
CUUR0000SAS4     ,CU,U,R,0,SAS4     
CUUR0000SASL2RS  ,CU,U,R,0,SASL2RS  
CUUR0000SASL5    ,CU,U,R,0,SASL5    
CUUR0000SASLE    ,CU,U,R,0,SASLE    
CUUR0000SAT      ,CU,U,R,0,SAT      
CUUR0000SAT1     ,CU,U,R,0,SAT1     
CUUR0000SATCLTB  ,CU,U,R,0,SATCLTB  
CUUR0000SEAA     ,CU,U,R,0,SEAA     
CUUR0000SEAA01   ,CU,U,R,0,SEAA01   
CUUR0000SEAA02   ,CU,U,R,0,SEAA02   
CUUR0000SEAA03   ,CU,U,R,0,SEAA03   
CUUR0000SEAA04   ,CU,U,R,0,SEAA04   
CUUR0000SEAB     ,CU,U,R,0,SEAB     
CUUR0000SEAC     ,CU,U,R,0,SEAC     
CUUR0000SEAC01   ,CU,U,R,0,SEAC01   
CUUR0000SEAC02   ,CU,U,R,0,SEAC02   
CUUR0000SEAC03   ,CU,U,R,0,SEAC03   
CUUR0000SEAC04   ,CU,U,R,0,SEAC04   
CUUR0000SEAD     ,CU,U,R,0,SEAD     
CUUR0000SEAE     ,CU,U,R,0,SEAE     
CUUR0000SEAE01   ,CU,U,R,0,SEAE01   
CUUR0000SEAE02   ,CU,U,R,0,SEAE02   
CUUR0000SEAE03   ,CU,U,R,0,SEAE03   
CUUR0000SEAF     ,CU,U,R,0,SEAF     
CUUR0000SEAG     ,CU,U,R,0,SEAG     
CUUR0000SEAG01   ,CU,U,R,0,SEAG01   
CUUR0000SEAG02   ,CU,U,R,0,SEAG02   
CUUR0000SEEA     ,CU,U,R,0,SEEA     
CUUR0000SEEB     ,CU,U,R,0,SEEB     
CUUR0000SEEB01   ,CU,U,R,0,SEEB01   
CUUR0000SEEB02   ,CU,U,R,0,SEEB02   
CUUR0000SEEB03   ,CU,U,R,0,SEEB03   
CUUR0000SEEB04   ,CU,U,R,0,SEEB04   
CUUR0000SEEC     ,CU,U,R,0,SEEC     
CUUR0000SEEC01   ,CU,U,R,0,SEEC01   
CUUR0000SEEC02   ,CU,U,R,0,SEEC02   
CUUR0000SEED     ,CU,U,R,0,SEED     
CUUR0000SEED03   ,CU,U,R,0,SEED03   
CUUR0000SEED04   ,CU,U,R,0,SEED04   
CUUR0000SEEE     ,CU,U,R,0,SEEE     
CUUR0000SEEE01   ,CU,U,R,0,SEEE01   
CUUR0000SEEE02   ,CU,U,R,0,SEEE02   
CUUR0000SEEE03   ,CU,U,R,0,SEEE03   
CUUR0000SEEE04   ,CU,U,R,0,SEEE04   
CUUR0000SEEEC    ,CU,U,R,0,SEEEC    
CUUR0000SEFA     ,CU,U,R,0,SEFA     
CUUR0000SEFA01   ,CU,U,R,0,SEFA01   
CUUR0000SEFA02   ,CU,U,R,0,SEFA02   
CUUR0000SEFA03   ,CU,U,R,0,SEFA03   
CUUR0000SEFB     ,CU,U,R,0,SEFB     
CUUR0000SEFB01   ,CU,U,R,0,SEFB01   
CUUR0000SEFB02   ,CU,U,R,0,SEFB02   
CUUR0000SEFB03   ,CU,U,R,0,SEFB03   
CUUR0000SEFB04   ,CU,U,R,0,SEFB04   
CUUR0000SEFC     ,CU,U,R,0,SEFC     
CUUR0000SEFC01   ,CU,U,R,0,SEFC01   
CUUR0000SEFC02   ,CU,U,R,0,SEFC02   
CUUR0000SEFC03   ,CU,U,R,0,SEFC03   
CUUR0000SEFC04   ,CU,U,R,0,SEFC04   
CUUR0000SEFD     ,CU,U,R,0,SEFD     
CUUR0000SEFD01   ,CU,U,R,0,SEFD01   
CUUR0000SEFD02   ,CU,U,R,0,SEFD02   
CUUR0000SEFD03   ,CU,U,R,0,SEFD03   
CUUR0000SEFD04   ,CU,U,R,0,SEFD04   
CUUR0000SEFE     ,CU,U,R,0,SEFE     
CUUR0000SEFF     ,CU,U,R,0,SEFF     
CUUR0000SEFF01   ,CU,U,R,0,SEFF01   
CUUR0000SEFF02   ,CU,U,R,0,SEFF02   
CUUR0000SEFG     ,CU,U,R,0,SEFG     
CUUR0000SEFG01   ,CU,U,R,0,SEFG01   
CUUR0000SEFG02   ,CU,U,R,0,SEFG02   
CUUR0000SEFH     ,CU,U,R,0,SEFH     
CUUR0000SEFJ     ,CU,U,R,0,SEFJ     
CUUR0000SEFJ01   ,CU,U,R,0,SEFJ01   
CUUR0000SEFJ02   ,CU,U,R,0,SEFJ02   
CUUR0000SEFJ03   ,CU,U,R,0,SEFJ03   
CUUR0000SEFJ04   ,CU,U,R,0,SEFJ04   
CUUR0000SEFK     ,CU,U,R,0,SEFK     
CUUR0000SEFK01   ,CU,U,R,0,SEFK01   
CUUR0000SEFK02   ,CU,U,R,0,SEFK02   
CUUR0000SEFK03   ,CU,U,R,0,SEFK03   
CUUR0000SEFK04   ,CU,U,R,0,SEFK04   
CUUR0000SEFL     ,CU,U,R,0,SEFL     
CUUR0000SEFL01   ,CU,U,R,0,SEFL01   
CUUR0000SEFL02   ,CU,U,R,0,SEFL02   
CUUR0000SEFL03   ,CU,U,R,0,SEFL03   
CUUR0000SEFL04   ,CU,U,R,0,SEFL04   
CUUR0000SEFM     ,CU,U,R,0,SEFM     
CUUR0000SEFM01   ,CU,U,R,0,SEFM01   
CUUR0000SEFM02   ,CU,U,R,0,SEFM02   
CUUR0000SEFM03   ,CU,U,R,0,SEFM03   
CUUR0000SEFN     ,CU,U,R,0,SEFN     
CUUR0000SEFN01   ,CU,U,R,0,SEFN01   
